address,date_of_reg,ipc_period,ipc_status,name,primary_sector,status,uen,website
3306 Clementi Service Road (Commonwealth Avenue West) Singapore 129583,17/07/1985,Not applicable,Not applicable,Singapore Buddhist Youth Mission,Religious,Registered,S65SS0049J,Not applicable
160 ROBINSON ROAD #06-01 SPORE BUSINESS FEDERATION CTR Singapore 068914,15/07/2013,From 16/07/2015 To 15/07/2018,Live,SINGAPORE BUSINESS FEDERATION FOUNDATION LIMITED,Others,Registered,201316694R,www.sbffoundation.org.sg/
71 BUKIT BATOK CRESCENT #05-04 PRESTIGE CENTRE Singapore 658071,27/11/1984,Not applicable,Not applicable,"Singapore Camp of Gideons International, The",Religious,Registered,S64SS0030B,Not applicable
15 Enggor Street #04-01/04 Realty Centre Singapore 079716,08/05/1984,From 31/03/2015 To 30/03/2018,Live,Singapore Cancer Society,Health,Registered,S65SS0033F,http://www.singaporecancersociety.org.sg
3 STADIUM DRIVE #01-33 Singapore 397630,12/01/2011,From 07/03/2017 To 06/03/2020,Live,SINGAPORE CANOE FEDERATION,Sports,Registered,S71SS0035C,http://www.scf.org.sg
81 KIM KEAT ROAD #08-00 NKF CENTRE Singapore 328836,08/04/1994,Not applicable,Not applicable,"Singapore Cardiac Society, The",Health,Registered,S73SS0041A,www.singaporecardiac.org
485 BEDOK SOUTH AVENUE 2 BEDOK LUTHERAN CHURCH Singapore 469315,07/12/1983,Not applicable,Not applicable,Singapore Centre for Global Missions,Religious,Registered,S80SS0007L,www.scgm.org.sg
68 LORONG 16 GEYLANG #04-05 ASSOCIATION BUILDING Singapore 398889,27/02/1986,Not applicable,Not applicable,Singapore Charismatic Church,Religious,Registered,S84SS0006B,Not applicable
39 Jurong West Avenue 1 Singapore 649518,30/09/1986,Not applicable,Not applicable,Singapore Che Wein Khor Moral Uplifting Society,Religious,Registered,S80SS0009C,Not applicable
1 Jalan Bilal Off Bedok Road Singapore 468854,23/05/1991,Not applicable,Not applicable,Singapore Chee Hoon Kog Moral Promotion Society,Religious,Registered,S82SS0013J,http://www.chkmps.org.sg
51 BISHAN STREET 13 #02-01A Singapore 579799,09/01/2012,From 22/04/2017 To 21/04/2020,Live,SINGAPORE CHESS FEDERATION (PERSEKUTUAN CHATUR SINGAPURA),Sports,Registered,S61SS0094A,http://www.singaporechess.org.sg
298 Tiong Bahru Road #09-05 Central Plaza Singapore 168730,07/01/1984,From 01/07/2017 To 30/06/2021,Live,Singapore Children's Society,Social and Welfare,Registered,S62SS0057G,http://www.childrensociety.org.sg
98-T Redhill Close Singapore 158900,13/04/1994,Not applicable,Not applicable,"Singapore Chin Leng Keng, The",Religious,Registered,S76SS0053B,Not applicable
23 Kreta Ayer Road Singapore 088992,30/12/1998,Not applicable,Not applicable,"Singapore Chinese Buddhist Association, The",Religious,Registered,S61SS0035L,Not applicable
9 JURONG TOWN HALL ROAD #04-01 JURONG TOWN HALL Singapore 609431,07/08/1984,From 01/01/2018 To 31/12/2020,Live,SINGAPORE CHINESE CHAMBER OF COMMERCE FOUNDATION,Others,Registered,196600028C,http://www.sccci.org.sg
1 STRAITS BOULEVARD SINGAPORE CHINESE CULTURAL CTR Singapore 018906,20/01/2014,From 01/02/2018 To 31/01/2020,Live,SINGAPORE CHINESE CULTURAL CENTRE,Arts and Heritage,Registered,201309577Z,http://www.singaporeccc.org.sg
5 SENNETT ROAD SP HOKKIEN HUAYKUAN CULTRL ACDMY Singapore 466781,14/04/2015,From 17/02/2017 To 16/02/2018,Live,SINGAPORE CHINESE DANCE THEATRE,Arts and Heritage,Registered,201419196W,www.shhkdt.com.sg
7 SHENTON WAY SINGAPORE CONFERENCE HALL Singapore 068810,28/01/2015,Not applicable,Not applicable,SINGAPORE CHINESE MUSIC FEDERATION,Arts and Heritage,Registered,T14SS0001E,www.scmf.org.sg
7 SHENTON WAY #05-00 SINGAPORE CONFERENCE HALL Singapore 068810,09/07/1996,From 02/04/2015 To 01/04/2018,Live,SINGAPORE CHINESE ORCHESTRA COMPANY LIMITED,Arts and Heritage,Registered,199603271D,http://www.sco.com.sg
369 Pasir Panjang Road Singapore 118706,26/12/1986,Not applicable,Not applicable,Singapore Chin-Kon Religious Society,Religious,Registered,S54SS0017E,Not applicable
190 Middle Road #16-03 Fortune Centre Singapore 188979,26/08/1992,Not applicable,Not applicable,Singapore Christadelphian Ecclesia,Religious,Registered,S84SS0012A,Not applicable
84 St. Francis Road Singapore 328069,21/01/1985,Not applicable,Not applicable,Singapore Christian Canaan Church,Religious,Registered,S76SS0014L,http://www.mycanaan.org
19 Green Lane John Sung Memorial Hall Singapore 438918,24/09/1988,Not applicable,Not applicable,"Singapore Christian Evangelistic League, The",Religious,Registered,S61SS0185E,Not applicable
8 LORONG 27A GEYLANG #02-03 GUILIN BLDG Singapore 388106,27/09/1984,Not applicable,Not applicable,SINGAPORE CHRISTIAN FELLOWSHIP LTD.,Religious,Registered,197903198K,www.singcf.sg
4 LOYANG CRESCENT LOYANG INDUSTRIAL ESTATE Singapore 508979,05/12/2008,Not applicable,Not applicable,SINGAPORE CHRISTIAN FOUNDATION LTD.,Religious,Registered,200809850N,Not applicable
20 SEMBAWANG CRESCENT Singapore 757092,13/03/1986,From 22/01/2017 To 21/01/2020,Live,SINGAPORE CHRISTIAN HOME,Health,Registered,S77SS0040C,http://www.schome.org.sg/
66 TANNERY LANE #04-01 Singapore 347805,17/06/1986,Not applicable,Not applicable,SINGAPORE CHRISTIAN PRAYER HOUSE LTD,Religious,Registered,197800908Z,Not applicable
640 LORONG 4 TOA PAYOH CHUNG HWA FREE CLINIC Singapore 319522,11/05/2011,From 23/11/2016 To 22/11/2018,Live,SINGAPORE CHUNG HWA MEDICAL INSTITUTION,Health,Registered,201109599Z,http://singaporetcm.com
397 LORONG 2 TOA PAYOH Singapore 319639,22/07/1986,From 04/12/2017 To 03/12/2018,Live,SINGAPORE CLAN FOUNDATION,Arts and Heritage,Registered,198601162H,http://www.sfcca.org.sg/scf
9 TEMASEK BOULEVARD #14-01 SUNTEC TOWER TWO Singapore 038989,27/04/1995,Not applicable,Not applicable,SINGAPORE COLLEGE OF INSURANCE LIMITED,Others,Registered,199408491M,http://www.scicollege.org.sg/SCIMain.htm
3029A Ubi Road 3 #01-96 Singapore 408661,23/04/1997,Not applicable,Not applicable,Singapore Confucius - Mencius Morality Society,Religious,Registered,S85SS0004D,Not applicable
51 BISHAN STREET 13 #01-01 Singapore 579799,31/12/2010,From 01/01/2018 To 31/12/2020,Live,"SINGAPORE CONTRACT BRIDGE ASSOCIATION, THE",Sports,Registered,S62SS0079J,http://www.scba.org.sg
5 TAVISTOCK AVENUE SERANGOON GARDEN ESTATE Singapore 555108,28/06/1990,Not applicable,Not applicable,Singapore Council of Christian Churches,Religious,Registered,S61SS0153J,http://www.iccc.org.sg/
229 MOUNTBATTEN ROAD #03-31 MOUNTBATTEN SQUARE Singapore 398007,01/02/2011,Not applicable,Not applicable,"Singapore Cricket Association, The",Sports,Registered,S65SS0010H,http://singaporecricket.org/Default.aspx
3 STADIUM DRIVE #01-33 Singapore 397630,01/04/2011,From 01/12/2016 To 30/11/2019,Live,SINGAPORE CYCLING FEDERATION,Sports,Registered,S58SS0009A,http://www.cycling.org.sg
201 VICTORIA STREET #07-02/03 BUGIS+ Singapore 188067,03/06/1988,From 02/04/2017 To 01/10/2018,Live,SINGAPORE DANCE THEATRE LIMITED,Arts and Heritage,Registered,198702432N,http://www.singaporedancetheatre.com
231 Bain Street #04-05 Bras Basah Complex Singapore 180231,31/12/2010,Not applicable,Not applicable,Singapore DanceSport Federation,Sports,Registered,S87SS0059H,http://www.dancesport.org.sg
2 College Road Singapore 169850,31/03/1986,Not applicable,Not applicable,Singapore Dental Health Foundation,Health,Registered,S84SS0038J,http://www.dentalhealth.org.sg
3 STADIUM DRIVE #01-34 Singapore 397630,28/11/1984,From 27/12/2017 To 26/12/2020,Live,Singapore Disability Sports Council,Sports,Registered,S73SS0035B,http://www.sdsc.org.sg
510 UPPER JURONG ROAD SINGAPORE DISCOVERY CENTRE Singapore 638365,05/09/1995,Not applicable,Not applicable,SINGAPORE DISCOVERY CENTRE LTD,Education,Registered,199307558M,http://www.sdc.com.sg
3 STADIUM DRIVE #01-33 Singapore 397630,31/12/2010,From 01/01/2018 To 31/12/2020,Live,Singapore Dragon Boat Association,Sports,Registered,S87SS0101F,http://www.sdba.org.sg
1 KAY SIANG ROAD #04-02 Singapore 248922,05/03/1996,From 01/05/2017 To 30/04/2018,Live,SINGAPORE ENVIRONMENT COUNCIL,Others,Registered,199507762R,http://www.sec.org.sg
149 ROCHOR ROAD #04-06 FU LU SHOU COMPLEX Singapore 188425,18/07/1996,Not applicable,Not applicable,SINGAPORE EPILEPSY FOUNDATION,Health,Registered,199409591D,http://www.epilepsy.com.sg
8 LORONG 27A GEYLANG #02-04/05 Singapore 388106,26/05/1986,Not applicable,Not applicable,SINGAPORE EVERY HOME CRUSADE COMPANY LTD.,Religious,Registered,197201630C,Not applicable
11 Third Hospital Avenue #07-00 SNEC Building Singapore 168751,17/04/1986,Not applicable,Not applicable,Singapore Eye Foundation,Health,Registered,S83SS0015F,Not applicable
31 THIRD HOSPITAL AVENUE #03-03 Singapore 168753,27/11/2002,Not applicable,Not applicable,SINGAPORE EYE RESEARCH INSTITUTE,Health,Registered,199704888Z,Not applicable
3 STADIUM DRIVE Singapore 397630,17/04/2017,Not applicable,Not applicable,Singapore Floorball Association,Sports,Registered,S96SS0027K,https://www.revolutionise.sg/sgfloorball/home/
249 SEMBAWANG ROAD SEMBAWANG COUNTRY CLUB Singapore 758352,12/01/2011,From 12/03/2015 To 11/03/2018,Live,Singapore Golf Association,Sports,Registered,S61SS0189L,http://www.sga.org.sg
69 TANJONG RHU ROAD Singapore 436902,18/12/1985,Not applicable,Not applicable,Singapore Gospel Church,Religious,Registered,S81SS0002C,Not applicable
601 ANG MO KIO AVENUE 4 Singapore 569898,12/01/1988,Not applicable,Not applicable,SINGAPORE GOSPEL HALLS (HOKKIEN SPEAKING ASSEMBLY) LTD.,Religious,Registered,198702670M,Not applicable
13 CUFF ROAD Singapore 209724,28/01/1997,Not applicable,Not applicable,SINGAPORE GUJARATI HINDU ENDOWMENT TRUST,Religious,Registered,S97CC1236B,http://www.gujarati.org.sg
24 RAFFLES PLACE #18-00 CLIFFORD CENTRE Singapore 048621,25/08/1999,Not applicable,Not applicable,SINGAPORE GUJARATI SCHOOL LIMITED,Education,Registered,199805072E,http://www.sgsl.org.sg
3 STADIUM DRIVE #01-33 Singapore 397630,10/12/2010,From 26/10/2016 To 25/10/2019,Live,SINGAPORE GYMNASTICS,Sports,Registered,T03SS0136E,http://www.singaporegymnastics.org.sg
9 BISHAN PLACE #07-01 JUNCTION 8 (OFFICE TOWER) Singapore 579837,10/04/1984,From 29/06/2016 To 28/06/2019,Live,Singapore Heart Foundation,Health,Registered,S70SS0007H,http://www.myheart.org.sg
50 EAST COAST ROAD #02-73 ROXY SQUARE Singapore 428769,24/11/1993,From 14/01/2017 To 13/07/2018,Live,SINGAPORE HERITAGE SOCIETY,Arts and Heritage,Registered,S87SS0042J,www.singaporeheritage.org
89 Short Street #04-19 Goldenwall Centre Singapore 188216,19/02/1994,Not applicable,Not applicable,"Singapore Hindu Sabai, The",Religious,Registered,S54SS0008G,Not applicable
57 ANCHORVALE ROAD #02-08 Singapore 544964,10/12/2010,From 18/02/2015 To 17/02/2018,Live,Singapore Hockey Federation,Sports,Registered,S92SS0120J,http://www.singaporehockey.org
1 LORONG 2 TOA PAYOH #07-00 YELLOW PAGES BUILDING Singapore 319637,03/08/1996,From 01/10/2017 To 30/09/2019,Live,SINGAPORE HOSPICE COUNCIL,Health,Registered,S95SS0013E,http://www.singaporehospice.org.sg
539 CHANGI ROAD #05-25 Singapore 419927,09/01/2012,From 14/08/2017 To 13/08/2019,Live,SINGAPORE ICE HOCKEY ASSOCIATION,Sports,Registered,T02SS0138C,http://www.siha.org.sg
6 TEMASEK BOULEVARD #09-05 SUNTEC TOWER FOUR Singapore 038986,31/12/2010,From 01/01/2018 To 31/12/2020,Live,Singapore Ice Skating Association,Sports,Registered,S98SS0168E,http://www.sisa.org.sg
69 BALESTIER ROAD Singapore 329677,14/02/1992,Not applicable,Not applicable,SINGAPORE INDIAN ASSOCIATION WELFARE FUND,Social and Welfare,Registered,S92CC0872A,Not applicable
1 Beatty Road Singapore 209943,07/10/1992,From 16/12/2016 To 15/12/2021,Live,Singapore Indian Development Association (SINDA),Others,Registered,S90SS0098L,http://www.sinda.org.sg
1 Beatty Road #04-402 SINDA Singapore 209943,07/08/1986,Not applicable,Not applicable,Singapore Indian Education Trust,Education,Registered,S67SS0016E,http://www.siet-trust.org.sg
2 STARLIGHT ROAD Singapore 217755,23/02/2006,Not applicable,Not applicable,"Singapore Indian Fine Arts Society, The",Arts and Heritage,Registered,S62SS0048J,http://www.sifas.org
1 LIANG SEAH STREET LIANG SEAH PLACE Singapore 189022,27/09/1989,Not applicable,Not applicable,SINGAPORE INSTITUTE OF BIOLOGY RESEARCH TRUST FUND,Others,Registered,S89CC0685L,http://www.sibiol.org.sg/rtf/
"60A ORCHARD ROAD #04-03 ATRIUM @ ORCHARD, TOWER 1 Singapore 238890",30/07/1990,Not applicable,Not applicable,SINGAPORE INSTITUTE OF INTERNATIONAL AFFAIRS,Others,Registered,S62SS0073L,http://www.siiaonline.org
"60A Orchard Road, Tower 1 #04-03 The Atrium @Orchard Singapore 238890",21/04/2003,From 01/09/2016 To 31/08/2019,Live,SINGAPORE INSTITUTE OF INTERNATIONAL AFFAIRS ENDOWMENT FUND,Others,Registered,T03CC1685G,http://www.siiaonline.org
461 CLEMENTI ROAD Singapore 599491,15/05/1985,Not applicable,Not applicable,Singapore Institute of Management,Education,Registered,S64SS0050A,http://www.sim.edu.sg
10 DOVER DRIVE Singapore 138683,16/09/2009,From 01/02/2018 To 31/01/2021,Live,SINGAPORE INSTITUTE OF TECHNOLOGY,Education,Registered,200917667D,http://www.SingaporeTech.edu.sg
15 HOE CHIANG ROAD #26-02 TOWER FIFTEEN Singapore 089316,01/07/1997,From 01/10/2017 To 30/09/2018,Live,SINGAPORE INTERNATIONAL FILM FESTIVAL LTD,Arts and Heritage,Registered,199404067R,http://sgiff.com/
60A ORCHARD ROAD #04-01 THE ATRIUM @ ORCHARD Singapore 238890,28/11/2008,From 01/12/2016 To 30/11/2019,Live,SINGAPORE INTERNATIONAL FOUNDATION,Others,Registered,199103796W,http://www.sif.org.sg
18 Jalan Yasin Singapore 417991,31/05/1993,Not applicable,Not applicable,Singapore Jain Religious Society,Religious,Registered,S72SS0036D,http://www.sjrs.org.sg/home.html
0 Minden Road c/o St. George's Church Singapore 248816,12/07/1986,Not applicable,Not applicable,"Singapore Japanese Christian Fellowship, The",Religious,Registered,S81SS0006J,http://www.sjcf.org.sg
24/ 26 WATERLOO STREET Singapore 187950,26/11/1986,Not applicable,Not applicable,SINGAPORE JEWISH CHARITIES TRUST FUND,Religious,Registered,S86CC0396B,http://www.singaporejews.com
1 GUILLEMARD CRESCENT Singapore 399913,12/01/2011,From 11/04/2016 To 10/04/2018,Live,SINGAPORE JUDO FEDERATION,Sports,Registered,S65SS0037A,http://www.sjf.sg
262 BISHAN STREET 22 #B1-287 Singapore 570262,14/08/2012,Not applicable,Not applicable,SINGAPORE KARATE-DO FEDERATION,Sports,Registered,S71SS0055B,http://www.singaporekarate.org
61 STAMFORD ROAD #04-12 STAMFORD COURT Singapore 178892,31/08/2002,From 01/07/2017 To 30/06/2019,Live,Singapore Kindness Movement,Others,Registered,S97SS0063G,http://www.kindness.sg
71 BUKIT TINGGI ROAD SINGAPORE KOREAN INT'L SCHOOL Singapore 289759,06/03/1995,Not applicable,Not applicable,SINGAPORE KOREAN INTERNATIONAL SCHOOL LTD.,Education,Registered,199301198G,www.skis.kr
80 BUANGKOK VIEW Singapore 534191,24/09/1985,From 01/12/2016 To 30/11/2018,Live,Singapore Leprosy Relief Association,Health,Registered,S61SS0121B,http://www.silra.org.sg
144 PRINSEP STREET LIFE CHURCH Singapore 188657,26/10/1984,Not applicable,Not applicable,Singapore Life Church,Religious,Registered,S61SS0180C,http://www.lifechurch.org.sg
21 Geylang Bahru Lane c/o Kallang Basin Swimming Complex Singapore 339627,07/09/1983,From 23/01/2014 To 22/01/2018,Live,"Singapore Life Saving Society, The",Sports,Registered,S67SS0031B,http://www.slss.org.sg
6 BATTERY ROAD #41-00 C/O TSMP LAW CORPORATION Singapore 049909,21/10/2003,From 01/10/2016 To 30/09/2018,Live,"SINGAPORE LSE TRUST, THE",Education,Registered,T03CC1733C,http://www.lsesingapore.com
81 VICTORIA STREET Singapore 188065,12/12/2000,From 01/01/2016 To 31/12/2018,Live,SINGAPORE MANAGEMENT UNIVERSITY,Education,Registered,200000267Z,http://www.smu.edu.sg
120 CANTONMENT ROAD #02-01 MARITIME HOUSE Singapore 089760,01/02/2005,Not applicable,Not applicable,SINGAPORE MARITIME FOUNDATION,Others,Registered,200400944W,http://www.sgmf.com.sg
149 TELOK AYER STREET Singapore 068607,29/12/2000,Not applicable,Not applicable,SINGAPORE MEE TOH CHARITABLE TRUST,Religious,Registered,T00CC1483G,Not applicable
11 Penang Lane Singapore 238485,28/06/1999,Not applicable,Not applicable,SINGAPORE MILLENNIAL TRUST,Others,Registered,S99CC1373B,Not applicable
"60B ORCHARD ROAD #06-18 ATRIUM @ ORCHARD, THE Singapore 238891",18/06/2001,From 02/05/2015 To 01/05/2018,Live,SINGAPORE MILLENNIUM FOUNDATION LIMITED,Others,Registered,200102355R,http://www.singaporemillenniumfoundation.com.sg
518 CLEMENTI AVENUE 3 CLEMENTI SPORTS HALL Singapore 129907,10/12/2010,From 14/08/2017 To 13/08/2018,Live,SINGAPORE MODERN PENTATHLON ASSOCIATION,Sports,Registered,T09SS0030B,http://www.singaporepentathlon.org.sg/
20 MAXWELL ROAD #05-15 MAXWELL HOUSE Singapore 069113,19/01/2011,From 16/12/2016 To 15/12/2018,Live,SINGAPORE MOTOR SPORTS ASSOCIATION,Sports,Registered,S69SS0025B,http://www.smsa.org.sg
15 Stadium Road National Stadium c/o Singapore Sports Council Singapore 397718,31/12/2010,Not applicable,Not applicable,Singapore Mountaineering Federation,Sports,Registered,S93SS0038G,http://www.smf.org.sg
15 Science Centre Road Singapore Science Centre Singapore 609081,30/05/1986,Not applicable,Not applicable,Singapore National Academy Of Science,Others,Registered,S76SS0028L,http://www.science.edu.sg/ssc
3 STADIUM DRIVE #01-34 Singapore 397630,11/06/2009,From 06/06/2015 To 05/06/2018,Live,SINGAPORE NATIONAL PARALYMPIC COUNCIL LTD.,Sports,Registered,200812207D,http://www.snpc.org.sg
5 STADIUM WALK #04-02A LEISURE PARK KALLANG Singapore 397693,23/11/1998,From 20/11/2017 To 19/11/2019,Live,Singapore National Stroke Association,Health,Registered,S96SS0196G,http://www.snsa.org.sg
104 Thomson Ridge Singapore 307592,02/10/1986,Not applicable,Not applicable,Singapore Nurses' Christian Fellowship,Religious,Registered,S60SS0018F,http://www.ncf.org.sg/
3 STADIUM DRIVE #01-02 Singapore 397630,12/03/2010,From 12/03/2016 To 11/03/2019,Live,SINGAPORE OLYMPIC FOUNDATION,Sports,Registered,201003786C,http://www.sof.sg
2 College Road Alumni Medical Centre Singapore 169850,15/12/1986,Not applicable,Not applicable,SINGAPORE PAEDIATRIC SOCIETY,Health,Registered,S61SS0129C,Not applicable
23-B COLEMAN STREET Singapore 179807,25/01/1996,From 14/07/2015 To 13/07/2018,Live,SINGAPORE PHILATELIC MUSEUM,Arts and Heritage,Registered,199502248C,http://www.spm.org.sg
3A Holland Close #01-55 Singapore 272003,06/10/1983,From 24/07/2017 To 23/04/2018,Live,Singapore Planned Families Association,Social and Welfare,Registered,S63SS0018K,http://www.spfa.org.sg
1000 TOA PAYOH NORTH NEWS CENTRE Singapore 318994,15/04/2003,From 01/11/2016 To 31/10/2019,Live,SINGAPORE PRESS HOLDINGS FOUNDATION LIMITED,Others,Registered,200300910M,http://www.sphfoundation.org.sg
1 SCOTTS ROAD #24-10 SHAW CENTRE Singapore 228208,26/06/1998,Not applicable,Not applicable,SINGAPORE RADIOLOGICAL SOCIETY TRUST FUND,Health,Registered,S98CC1315C,www.srs.org.sg
15 PENANG LANE Singapore 238486,03/09/1986,From 01/01/2018 To 31/12/2020,Live,SINGAPORE RED CROSS SOCIETY,Others,Registered,S86CC0370E,www.redcross.sg
87 Geylang East Ave 2 Singapore 389753,03/03/1989,Not applicable,Not applicable,"Singapore Regional Centre of the World Fellowship of Buddhists, The",Religious,Registered,S61SS0116K,Not applicable
20 MERBAU ROAD Singapore 239035,03/10/2001,From 01/10/2015 To 30/09/2018,Live,SINGAPORE REPERTORY THEATRE LTD,Arts and Heritage,Registered,199301614N,www.srt.com.sg
10 UBI AVE 3 TRAFFIC POLICE HEADQUARTERS Singapore 408865,21/01/2010,From 21/01/2018 To 20/07/2020,Live,SINGAPORE ROAD SAFETY COUNCIL,Others,Registered,T09SS0253D,http://www.srsc.org.sg
249 JALAN BUROH SINGAPORE ROWING CENTRE Singapore 609832,19/01/2011,Not applicable,Not applicable,SINGAPORE ROWING ASSOCIATION,Sports,Registered,S83SS0011L,http://www.rowing.org.sg
900 TIONG BAHRU ROAD DELTA SWIMMING COMPLEX Singapore 158790,30/11/2010,From 28/08/2016 To 27/08/2018,Live,SINGAPORE RUGBY UNION,Sports,Registered,S66SS0003G,http://www.singaporerubgy.com
1500 East Coast Parkway National Sailing Centre Singapore 468963,31/08/2009,From 18/04/2017 To 17/04/2020,Live,Singapore Sailing Federation,Sports,Registered,S66SS0013A,http://www.sailing.org.sg
1 BISHAN STREET 12 Singapore 579808,29/06/1985,From 01/09/2016 To 31/08/2019,Live,"SINGAPORE SCOUT ASSOCIATION, THE",Education,Registered,S85CC0196D,http://www.scout.org.sg
48 WATERLOO STREET Singapore 187952,07/01/2008,Not applicable,Not applicable,SINGAPORE SENIOR CITIZEN CALLIGRAPHY UNIVERSITY CENTRE LIMITED,Arts and Heritage,Registered,200719102E,Not applicable
7 BEDOK NORTH STREET 2 Singapore 469646,11/11/2011,From 07/03/2017 To 06/03/2019,Live,SINGAPORE SEPAKTAKRAW FEDERATION (PERSES),Sports,Registered,S60SS0012H,http://www.perses.org
990 OLD CHOA CHU KANG ROAD Singapore 699814,03/05/2011,From 27/12/2017 To 26/12/2018,Live,"Singapore Shooting Association, The",Sports,Registered,S65SS0039D,http://www.singaporeshooting.org
2 Towner Road Singapore 327804,18/03/1992,Not applicable,Not applicable,SINGAPORE SIKH EDUCATION FOUNDATION,Education,Registered,S90SS0119B,Not applicable
7 Bedok North Street 2 #01-01 #02-01 Singapore 469646,01/04/2011,From 05/07/2017 To 04/07/2020,Live,Singapore Silat Federation (Persekutuan Silat Singapore) (PERSISI),Sports,Registered,S76SS0039A,http://www.persisi.org
30-C St Michael's Road Singapore 328002,30/10/1984,Not applicable,Not applicable,Singapore Sinhala Buddhist Association,Religious,Registered,S62SS0025L,Not applicable
250 NORTH BRIDGE ROAD #24-00 RAFFLES CITY TOWER Singapore 179101,07/03/2017,Not applicable,Not applicable,Singapore Ski & Snowboard Association,Sports,Registered,T12SS0048J,www.sssa.org.sg
10 TAMPINES STREET 81 Singapore 529014,10/10/1985,Not applicable,Not applicable,SINGAPORE SOKA ASSOCIATION,Religious,Registered,S72SS0009K,http://www.ssabuddhist.org
1 CHAMPIONS WAY Singapore 737913,02/05/2003,Not applicable,Not applicable,SINGAPORE SPORTS SCHOOL LTD.,Sports,Registered,200210728W,http://www.sportsschool.edu.sg
3 STADIUM DRIVE #01-33 Singapore 397630,21/02/2011,From 12/03/2015 To 11/03/2018,Live,SINGAPORE SQUASH RACKETS ASSOCIATION,Sports,Registered,S70SS0024H,http://www.sgsquash.com
7 STADIUM DRIVE #01-50 Singapore 397632,30/11/2010,From 01/07/2015 To 30/06/2018,Live,Singapore Swimming Association,Sports,Registered,S61SS0088B,http://www.swimming.org.sg
11 EMPRESS PLACE VICTORIA MEMORIAL HALL Singapore 179558,01/01/1983,From 02/04/2015 To 01/04/2018,Live,SINGAPORE SYMPHONIA COMPANY LIMITED,Arts and Heritage,Registered,197801125M,http://www.sso.org.sg
297-C Lorong 6 Toa Payoh Singapore 319389,01/01/2011,From 18/02/2015 To 17/02/2018,Live,Singapore Table Tennis Association,Sports,Registered,S65SS0005E,http://www.stta.org.sg
260A Tanjong Katong Road Singapore 437048,12/01/2011,From 01/02/2017 To 31/01/2020,Live,Singapore Taekwondo Federation,Sports,Registered,S74SS0031A,http://www.stf.sg/index.php
89 Short Street #06-11 Golden Wall Centre Singapore 188216,11/01/2005,Not applicable,Not applicable,Singapore Tamil Youths' Club,Others,Registered,S57SS0016B,http://www.styc.org.sg
76 Keng Lee Road Singapore 219251,01/07/1985,Not applicable,Not applicable,Singapore Tao Yuan also named The World Red Swastika Society (Singapore Administration Centre),Religious,Registered,S62SS0005A,Not applicable
46 KIM YAM ROAD #04-15 THE HERENCIA Singapore 239351,30/07/2003,Not applicable,Not applicable,SINGAPORE TAXI ACADEMY,Others,Registered,200306728C,http://www.taxi.org.sg/index.htm
60B ORCHARD ROAD #06-18 THE ATRIUM @ ORCHARD Singapore 238891,02/05/1998,From 01/06/2016 To 31/05/2018,Live,SINGAPORE TECHNOLOGIES ENDOWMENT PROGRAMME LIMITED,Others,Registered,199703832N,http://www.step.com.sg
100 TYRWHITT ROAD #04-02 JALAN BESAR SWIMMING COMPLEX Singapore 207542,31/12/2010,From 22/04/2017 To 21/04/2019,Live,Singapore Tennis Association,Sports,Registered,S62SS0049E,http://www.singtennis.org.sg
1 MARINA BOULEVARD #28-00 ONE MARINA BOULEVARD Singapore 018989,25/03/2011,Not applicable,Not applicable,SINGAPORE TEOCHEW FOUNDATION LIMITED,Social and Welfare,Registered,201027503Z,http://singaporeteochewfoundation.com.sg/
45 Thomson Road Singapore 307584,24/04/1987,Not applicable,Not applicable,"Singapore Thomson Road Baptist Church, The",Religious,Registered,S68SS0003F,Not applicable
50 CHIN SWEE ROAD #01-01 THONG CHAI BUILDING Singapore 169874,25/11/1983,From 01/07/2016 To 30/06/2018,Live,SINGAPORE THONG CHAI MEDICAL INSTITUTION,Health,Registered,196000175E,http://www.stcmi.org.sg
80 RAFFLES PLACE #32-01 UOB PLAZA 1 Singapore 048624,22/12/2000,From 01/11/2016 To 31/10/2018,Live,SINGAPORE TYLER PRINT INSTITUTE,Arts and Heritage,Registered,200008878C,http://www.stpi.com.sg
1 North Buona Vista Drive Singapore 138675,07/02/2012,Not applicable,Not applicable,Singapore Universities Trust,Education,Registered,T12CC0001L,Not applicable
461 CLEMENTI ROAD Singapore 599491,10/06/2005,From 11/07/2017 To 10/07/2019,Live,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,Education,Registered,200504979Z,http://www.suss.edu.sg
8 SOMAPAH ROAD SG UNI OF TECHNOLOGY AND DESIGN Singapore 487372,21/07/2009,From 21/07/2016 To 20/07/2019,Live,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Education,Registered,200913519C,http://www.sutd.edu.sg
28 SIN MING LANE #05-143 MIDVIEW CITY Singapore 573972,24/11/1998,Not applicable,Not applicable,Singapore Urological Association,Health,Registered,S86SS0015K,http://www.sua.sg
1085 EUNOS AVENUE 7A EUNOS INDUSTRIAL ESTATE Singapore 409535,19/01/2011,From 17/02/2016 To 16/02/2018,Live,Singapore Weightlifting Federation,Sports,Registered,T01SS0015J,http://www.swf.org.sg
170 GHIM MOH ROAD #02-01 ULU PANDAN COMMUNITY CENTRE Singapore 279621,19/02/2016,Not applicable,Not applicable,Singapore Wind Symphony (SWS),Arts and Heritage,Registered,S92SS0102B,www.sws.sg
