address,date_of_reg,ipc_period,ipc_status,name,primary_sector,status,uen,website
59 Anchorvale Road ANCHORVALE COMMUNITY CLUB Singapore 544965,22/08/2006,From 06/10/2013 To 05/10/2018,Live,SENGKANG WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T06CC1994D,Not applicable
10 SERANGOON NORTH AVENUE 2 Singapore 555877,23/09/2010,From 07/10/2017 To 30/09/2020,Live,SERANGOON CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S80SS0135C,Not applicable
238 Serangoon Avenue 2 #01-47 Singapore 550238,25/02/1997,From 01/10/2017 To 30/06/2020,Live,Serangoon Moral Family Service Centre,Social and Welfare,Registered,S99SS0090L,http://www.smfsc.org.sg
50 PLAYFAIR ROAD #03-01 NOEL BUILDING Singapore 367995,01/11/2009,From 01/01/2018 To 30/09/2020,Live,Seventy Times Seven,Social and Welfare,Registered,T09CC0007H,70x7.sg
20 LENGKOK BAHRU #02-06 ENABLING VILLAGE Singapore 159053,01/03/2009,From 01/03/2015 To 28/02/2018,Live,SG ENABLE LTD.,Others,Registered,200822425N,http://www.sgenable.sg
5 Upper Boon Keng Road #02-15 Singapore 380005,28/12/1995,From 01/12/2017 To 31/05/2019,Live,Shan You Counselling Centre,Social and Welfare,Registered,S95SS0103B,http://www.shanyou.org.sg
177 RIVER VALLEY ROAD #05-20 LIANG COURT Singapore 179030,02/07/2009,From 10/07/2017 To 09/07/2020,Live,SHARED SERVICES FOR CHARITIES LIMITED,Others,Registered,200823086Z,http://www.sscharities.com
463 Hougang Avenue 10 #01-964 Singapore 530463,01/12/1983,From 01/10/2016 To 30/09/2019,Live,SHINE Children and Youth Services,Social and Welfare,Registered,S76SS0021F,www.students.org.sg
610 GEYLANG ROAD Singapore 389549,19/03/1984,From 01/07/2017 To 30/06/2019,Live,Sian Chay Medical Institution,Health,Registered,S62SS0055D,http://www.sianchay.org.sg
2 TOWNER ROAD Singapore 327804,05/11/2009,From 01/08/2017 To 31/07/2019,Live,SIKH WELFARE COUNCIL,Social and Welfare,Registered,S98SS0018L,http://www.siwec.org
616 HOUGANG AVENUE 8 #01-386 Singapore 530616,14/06/2006,From 12/05/2016 To 11/05/2018,Live,Silver Ribbon (Singapore),Health,Registered,T05SS0315B,http://www.silverribbonsingapore.com
3A JALAN KUBOR Singapore 199201,02/11/2016,From 15/12/2017 To 14/12/2019,Live,SING LIT STATION LIMITED,Arts and Heritage,Registered,201615577D,http://singlitstation.com/
81 Dunlop Street Singapore 209408,24/10/1984,From 01/01/2018 To 30/09/2020,Live,Singapore After-Care Association,Social and Welfare,Registered,S61SS0083L,http://www.saca.org.sg
10 Simei Street 3 Simei Care Centre Singapore 529897,28/09/1984,From 01/07/2016 To 30/06/2019,Live,Singapore Anglican Community Services,Social and Welfare,Registered,S75SS0005H,http://www.sacs.org.sg/about_us.html
2 SENGKANG SQUARE #05-01 SENGKANG COMMUNITY HUB Singapore 545025,10/04/1984,From 01/11/2016 To 31/10/2019,Live,Singapore Anti-Narcotics Association,Social and Welfare,Registered,S72SS0018H,http://www.sana.org.sg
61 STAMFORD ROAD #02-02 STAMFORD COURT Singapore 178892,09/12/2013,From 12/12/2015 To 11/12/2018,Live,SINGAPORE ART MUSEUM,Arts and Heritage,Registered,201330746G,http://www.singaporeartmuseum.sg
1 ZUBIR SAID DRIVE #05-01 Singapore 227968,09/03/2005,From 25/07/2016 To 24/07/2020,Live,SINGAPORE ARTS SCHOOL LTD.,Arts and Heritage,Registered,200500775C,http://www.sota.edu.sg/Home.aspx
69 Lorong 4 Toa Payoh #01-365 SAMH Centre Singapore 310069,07/05/1984,From 01/01/2018 To 31/12/2019,Live,"Singapore Association for Mental Health, The",Health,Registered,S68SS0038A,http://www.samhealth.org.sg
227 MOUNTBATTEN ROAD	Singapore 397998,30/05/1984,From 01/04/2017 To 30/06/2019,Live,"SINGAPORE ASSOCIATION FOR THE DEAF, THE",Social and Welfare,Registered,S62SS0061C,http://www.sadeaf.org.sg
47 Toa Payoh Rise Singapore 298104,31/05/1984,From 01/10/2016 To 30/09/2019,Live,Singapore Association of the Visually Handicapped,Social and Welfare,Registered,S61SS0119J,http://www.savh.org.sg/
5 STADIUM DRIVE #02-40 Singapore 397631,09/12/2008,From 07/04/2015 To 06/04/2018,Live,Singapore Badminton Association,Sports,Registered,S61SS0032A,http://www.singaporebadminton.org.sg
3 STADIUM DRIVE Singapore 397630,31/12/2010,From 12/03/2015 To 11/03/2018,Live,SINGAPORE BASEBALL AND SOFTBALL ASSOCIATION,Sports,Registered,S60SS0022B,http://www.sbsa.org.sg
131 RIFLE RANGE ROAD #04-01 Singapore 588406,01/02/2011,From 19/09/2015 To 18/09/2018,Live,Singapore Bowling Federation,Sports,Registered,S66SS0011J,http://singaporebowling.org.sg/
48 Geylang Lorong 23 Singapore 388376,24/10/1984,From 01/10/2016 To 30/09/2018,Live,Singapore Buddhist Free Clinic,Health,Registered,S69SS0009J,http://www.sbfc.org.sg
17-19 Kim Yam Road Singapore 239329,17/01/1997,From 01/09/2017 To 31/08/2019,Live,Singapore Buddhist Lodge Education Foundation,Education,Registered,S96SS0013K,Not applicable
17-19 Kim Yam Road Singapore 239329,17/01/1997,From 01/09/2016 To 31/05/2018,Live,Singapore Buddhist Lodge Welfare Foundation,Social and Welfare,Registered,S96SS0012C,http://www.sbl.org.sg/welfare.htm
105 PUNGGOL ROAD Singapore 546636,09/05/1991,From 01/10/2017 To 30/06/2020,Live,Singapore Buddhist Welfare Services,Social and Welfare,Registered,S81SS0060H,http://www.sbws.org.sg
160 ROBINSON ROAD #06-01 SPORE BUSINESS FEDERATION CTR Singapore 068914,15/07/2013,From 16/07/2015 To 15/07/2018,Live,SINGAPORE BUSINESS FEDERATION FOUNDATION LIMITED,Others,Registered,201316694R,www.sbffoundation.org.sg/
15 Enggor Street #04-01/04 Realty Centre Singapore 079716,08/05/1984,From 31/03/2015 To 30/03/2018,Live,Singapore Cancer Society,Health,Registered,S65SS0033F,http://www.singaporecancersociety.org.sg
3 STADIUM DRIVE #01-33 Singapore 397630,12/01/2011,From 07/03/2017 To 06/03/2020,Live,SINGAPORE CANOE FEDERATION,Sports,Registered,S71SS0035C,http://www.scf.org.sg
51 BISHAN STREET 13 #02-01A Singapore 579799,09/01/2012,From 22/04/2017 To 21/04/2020,Live,SINGAPORE CHESS FEDERATION (PERSEKUTUAN CHATUR SINGAPURA),Sports,Registered,S61SS0094A,http://www.singaporechess.org.sg
298 Tiong Bahru Road #09-05 Central Plaza Singapore 168730,07/01/1984,From 01/07/2017 To 30/06/2021,Live,Singapore Children's Society,Social and Welfare,Registered,S62SS0057G,http://www.childrensociety.org.sg
9 JURONG TOWN HALL ROAD #04-01 JURONG TOWN HALL Singapore 609431,07/08/1984,From 01/01/2018 To 31/12/2020,Live,SINGAPORE CHINESE CHAMBER OF COMMERCE FOUNDATION,Others,Registered,196600028C,http://www.sccci.org.sg
1 STRAITS BOULEVARD SINGAPORE CHINESE CULTURAL CTR Singapore 018906,20/01/2014,From 01/02/2018 To 31/01/2020,Live,SINGAPORE CHINESE CULTURAL CENTRE,Arts and Heritage,Registered,201309577Z,http://www.singaporeccc.org.sg
5 SENNETT ROAD SP HOKKIEN HUAYKUAN CULTRL ACDMY Singapore 466781,14/04/2015,From 17/02/2017 To 16/02/2018,Live,SINGAPORE CHINESE DANCE THEATRE,Arts and Heritage,Registered,201419196W,www.shhkdt.com.sg
7 SHENTON WAY #05-00 SINGAPORE CONFERENCE HALL Singapore 068810,09/07/1996,From 02/04/2015 To 01/04/2018,Live,SINGAPORE CHINESE ORCHESTRA COMPANY LIMITED,Arts and Heritage,Registered,199603271D,http://www.sco.com.sg
20 SEMBAWANG CRESCENT Singapore 757092,13/03/1986,From 22/01/2017 To 21/01/2020,Live,SINGAPORE CHRISTIAN HOME,Health,Registered,S77SS0040C,http://www.schome.org.sg/
640 LORONG 4 TOA PAYOH CHUNG HWA FREE CLINIC Singapore 319522,11/05/2011,From 23/11/2016 To 22/11/2018,Live,SINGAPORE CHUNG HWA MEDICAL INSTITUTION,Health,Registered,201109599Z,http://singaporetcm.com
397 LORONG 2 TOA PAYOH Singapore 319639,22/07/1986,From 04/12/2017 To 03/12/2018,Live,SINGAPORE CLAN FOUNDATION,Arts and Heritage,Registered,198601162H,http://www.sfcca.org.sg/scf
51 BISHAN STREET 13 #01-01 Singapore 579799,31/12/2010,From 01/01/2018 To 31/12/2020,Live,"SINGAPORE CONTRACT BRIDGE ASSOCIATION, THE",Sports,Registered,S62SS0079J,http://www.scba.org.sg
3 STADIUM DRIVE #01-33 Singapore 397630,01/04/2011,From 01/12/2016 To 30/11/2019,Live,SINGAPORE CYCLING FEDERATION,Sports,Registered,S58SS0009A,http://www.cycling.org.sg
201 VICTORIA STREET #07-02/03 BUGIS+ Singapore 188067,03/06/1988,From 02/04/2017 To 01/10/2018,Live,SINGAPORE DANCE THEATRE LIMITED,Arts and Heritage,Registered,198702432N,http://www.singaporedancetheatre.com
3 STADIUM DRIVE #01-34 Singapore 397630,28/11/1984,From 27/12/2017 To 26/12/2020,Live,Singapore Disability Sports Council,Sports,Registered,S73SS0035B,http://www.sdsc.org.sg
3 STADIUM DRIVE #01-33 Singapore 397630,31/12/2010,From 01/01/2018 To 31/12/2020,Live,Singapore Dragon Boat Association,Sports,Registered,S87SS0101F,http://www.sdba.org.sg
1 KAY SIANG ROAD #04-02 Singapore 248922,05/03/1996,From 01/05/2017 To 30/04/2018,Live,SINGAPORE ENVIRONMENT COUNCIL,Others,Registered,199507762R,http://www.sec.org.sg
249 SEMBAWANG ROAD SEMBAWANG COUNTRY CLUB Singapore 758352,12/01/2011,From 12/03/2015 To 11/03/2018,Live,Singapore Golf Association,Sports,Registered,S61SS0189L,http://www.sga.org.sg
3 STADIUM DRIVE #01-33 Singapore 397630,10/12/2010,From 26/10/2016 To 25/10/2019,Live,SINGAPORE GYMNASTICS,Sports,Registered,T03SS0136E,http://www.singaporegymnastics.org.sg
9 BISHAN PLACE #07-01 JUNCTION 8 (OFFICE TOWER) Singapore 579837,10/04/1984,From 29/06/2016 To 28/06/2019,Live,Singapore Heart Foundation,Health,Registered,S70SS0007H,http://www.myheart.org.sg
50 EAST COAST ROAD #02-73 ROXY SQUARE Singapore 428769,24/11/1993,From 14/01/2017 To 13/07/2018,Live,SINGAPORE HERITAGE SOCIETY,Arts and Heritage,Registered,S87SS0042J,www.singaporeheritage.org
57 ANCHORVALE ROAD #02-08 Singapore 544964,10/12/2010,From 18/02/2015 To 17/02/2018,Live,Singapore Hockey Federation,Sports,Registered,S92SS0120J,http://www.singaporehockey.org
1 LORONG 2 TOA PAYOH #07-00 YELLOW PAGES BUILDING Singapore 319637,03/08/1996,From 01/10/2017 To 30/09/2019,Live,SINGAPORE HOSPICE COUNCIL,Health,Registered,S95SS0013E,http://www.singaporehospice.org.sg
539 CHANGI ROAD #05-25 Singapore 419927,09/01/2012,From 14/08/2017 To 13/08/2019,Live,SINGAPORE ICE HOCKEY ASSOCIATION,Sports,Registered,T02SS0138C,http://www.siha.org.sg
6 TEMASEK BOULEVARD #09-05 SUNTEC TOWER FOUR Singapore 038986,31/12/2010,From 01/01/2018 To 31/12/2020,Live,Singapore Ice Skating Association,Sports,Registered,S98SS0168E,http://www.sisa.org.sg
1 Beatty Road Singapore 209943,07/10/1992,From 16/12/2016 To 15/12/2021,Live,Singapore Indian Development Association (SINDA),Others,Registered,S90SS0098L,http://www.sinda.org.sg
"60A Orchard Road, Tower 1 #04-03 The Atrium @Orchard Singapore 238890",21/04/2003,From 01/09/2016 To 31/08/2019,Live,SINGAPORE INSTITUTE OF INTERNATIONAL AFFAIRS ENDOWMENT FUND,Others,Registered,T03CC1685G,http://www.siiaonline.org
10 DOVER DRIVE Singapore 138683,16/09/2009,From 01/02/2018 To 31/01/2021,Live,SINGAPORE INSTITUTE OF TECHNOLOGY,Education,Registered,200917667D,http://www.SingaporeTech.edu.sg
15 HOE CHIANG ROAD #26-02 TOWER FIFTEEN Singapore 089316,01/07/1997,From 01/10/2017 To 30/09/2018,Live,SINGAPORE INTERNATIONAL FILM FESTIVAL LTD,Arts and Heritage,Registered,199404067R,http://sgiff.com/
60A ORCHARD ROAD #04-01 THE ATRIUM @ ORCHARD Singapore 238890,28/11/2008,From 01/12/2016 To 30/11/2019,Live,SINGAPORE INTERNATIONAL FOUNDATION,Others,Registered,199103796W,http://www.sif.org.sg
1 GUILLEMARD CRESCENT Singapore 399913,12/01/2011,From 11/04/2016 To 10/04/2018,Live,SINGAPORE JUDO FEDERATION,Sports,Registered,S65SS0037A,http://www.sjf.sg
61 STAMFORD ROAD #04-12 STAMFORD COURT Singapore 178892,31/08/2002,From 01/07/2017 To 30/06/2019,Live,Singapore Kindness Movement,Others,Registered,S97SS0063G,http://www.kindness.sg
80 BUANGKOK VIEW Singapore 534191,24/09/1985,From 01/12/2016 To 30/11/2018,Live,Singapore Leprosy Relief Association,Health,Registered,S61SS0121B,http://www.silra.org.sg
21 Geylang Bahru Lane c/o Kallang Basin Swimming Complex Singapore 339627,07/09/1983,From 23/01/2014 To 22/01/2018,Live,"Singapore Life Saving Society, The",Sports,Registered,S67SS0031B,http://www.slss.org.sg
6 BATTERY ROAD #41-00 C/O TSMP LAW CORPORATION Singapore 049909,21/10/2003,From 01/10/2016 To 30/09/2018,Live,"SINGAPORE LSE TRUST, THE",Education,Registered,T03CC1733C,http://www.lsesingapore.com
81 VICTORIA STREET Singapore 188065,12/12/2000,From 01/01/2016 To 31/12/2018,Live,SINGAPORE MANAGEMENT UNIVERSITY,Education,Registered,200000267Z,http://www.smu.edu.sg
"60B ORCHARD ROAD #06-18 ATRIUM @ ORCHARD, THE Singapore 238891",18/06/2001,From 02/05/2015 To 01/05/2018,Live,SINGAPORE MILLENNIUM FOUNDATION LIMITED,Others,Registered,200102355R,http://www.singaporemillenniumfoundation.com.sg
518 CLEMENTI AVENUE 3 CLEMENTI SPORTS HALL Singapore 129907,10/12/2010,From 14/08/2017 To 13/08/2018,Live,SINGAPORE MODERN PENTATHLON ASSOCIATION,Sports,Registered,T09SS0030B,http://www.singaporepentathlon.org.sg/
20 MAXWELL ROAD #05-15 MAXWELL HOUSE Singapore 069113,19/01/2011,From 16/12/2016 To 15/12/2018,Live,SINGAPORE MOTOR SPORTS ASSOCIATION,Sports,Registered,S69SS0025B,http://www.smsa.org.sg
3 STADIUM DRIVE #01-34 Singapore 397630,11/06/2009,From 06/06/2015 To 05/06/2018,Live,SINGAPORE NATIONAL PARALYMPIC COUNCIL LTD.,Sports,Registered,200812207D,http://www.snpc.org.sg
5 STADIUM WALK #04-02A LEISURE PARK KALLANG Singapore 397693,23/11/1998,From 20/11/2017 To 19/11/2019,Live,Singapore National Stroke Association,Health,Registered,S96SS0196G,http://www.snsa.org.sg
3 STADIUM DRIVE #01-02 Singapore 397630,12/03/2010,From 12/03/2016 To 11/03/2019,Live,SINGAPORE OLYMPIC FOUNDATION,Sports,Registered,201003786C,http://www.sof.sg
23-B COLEMAN STREET Singapore 179807,25/01/1996,From 14/07/2015 To 13/07/2018,Live,SINGAPORE PHILATELIC MUSEUM,Arts and Heritage,Registered,199502248C,http://www.spm.org.sg
3A Holland Close #01-55 Singapore 272003,06/10/1983,From 24/07/2017 To 23/04/2018,Live,Singapore Planned Families Association,Social and Welfare,Registered,S63SS0018K,http://www.spfa.org.sg
500 DOVER ROAD SINGAPORE POLYTECHNIC Singapore 139651,,From 01/04/2015 To 31/03/2018,Live,SINGAPORE POLYTECHNIC ENDOWMENT FUND,Education,Exempt,T08CC3015L,http://www.sp.edu.sg
1000 TOA PAYOH NORTH NEWS CENTRE Singapore 318994,15/04/2003,From 01/11/2016 To 31/10/2019,Live,SINGAPORE PRESS HOLDINGS FOUNDATION LIMITED,Others,Registered,200300910M,http://www.sphfoundation.org.sg
15 PENANG LANE Singapore 238486,03/09/1986,From 01/01/2018 To 31/12/2020,Live,SINGAPORE RED CROSS SOCIETY,Others,Registered,S86CC0370E,www.redcross.sg
20 MERBAU ROAD Singapore 239035,03/10/2001,From 01/10/2015 To 30/09/2018,Live,SINGAPORE REPERTORY THEATRE LTD,Arts and Heritage,Registered,199301614N,www.srt.com.sg
10 UBI AVE 3 TRAFFIC POLICE HEADQUARTERS Singapore 408865,21/01/2010,From 21/01/2018 To 20/07/2020,Live,SINGAPORE ROAD SAFETY COUNCIL,Others,Registered,T09SS0253D,http://www.srsc.org.sg
900 TIONG BAHRU ROAD DELTA SWIMMING COMPLEX Singapore 158790,30/11/2010,From 28/08/2016 To 27/08/2018,Live,SINGAPORE RUGBY UNION,Sports,Registered,S66SS0003G,http://www.singaporerubgy.com
1500 East Coast Parkway National Sailing Centre Singapore 468963,31/08/2009,From 18/04/2017 To 17/04/2020,Live,Singapore Sailing Federation,Sports,Registered,S66SS0013A,http://www.sailing.org.sg
1 BISHAN STREET 12 Singapore 579808,29/06/1985,From 01/09/2016 To 31/08/2019,Live,"SINGAPORE SCOUT ASSOCIATION, THE",Education,Registered,S85CC0196D,http://www.scout.org.sg
7 BEDOK NORTH STREET 2 Singapore 469646,11/11/2011,From 07/03/2017 To 06/03/2019,Live,SINGAPORE SEPAKTAKRAW FEDERATION (PERSES),Sports,Registered,S60SS0012H,http://www.perses.org
990 OLD CHOA CHU KANG ROAD Singapore 699814,03/05/2011,From 27/12/2017 To 26/12/2018,Live,"Singapore Shooting Association, The",Sports,Registered,S65SS0039D,http://www.singaporeshooting.org
7 Bedok North Street 2 #01-01 #02-01 Singapore 469646,01/04/2011,From 05/07/2017 To 04/07/2020,Live,Singapore Silat Federation (Persekutuan Silat Singapore) (PERSISI),Sports,Registered,S76SS0039A,http://www.persisi.org
3 STADIUM DRIVE #01-33 Singapore 397630,21/02/2011,From 12/03/2015 To 11/03/2018,Live,SINGAPORE SQUASH RACKETS ASSOCIATION,Sports,Registered,S70SS0024H,http://www.sgsquash.com
7 STADIUM DRIVE #01-50 Singapore 397632,30/11/2010,From 01/07/2015 To 30/06/2018,Live,Singapore Swimming Association,Sports,Registered,S61SS0088B,http://www.swimming.org.sg
11 EMPRESS PLACE VICTORIA MEMORIAL HALL Singapore 179558,01/01/1983,From 02/04/2015 To 01/04/2018,Live,SINGAPORE SYMPHONIA COMPANY LIMITED,Arts and Heritage,Registered,197801125M,http://www.sso.org.sg
297-C Lorong 6 Toa Payoh Singapore 319389,01/01/2011,From 18/02/2015 To 17/02/2018,Live,Singapore Table Tennis Association,Sports,Registered,S65SS0005E,http://www.stta.org.sg
260A Tanjong Katong Road Singapore 437048,12/01/2011,From 01/02/2017 To 31/01/2020,Live,Singapore Taekwondo Federation,Sports,Registered,S74SS0031A,http://www.stf.sg/index.php
60B ORCHARD ROAD #06-18 THE ATRIUM @ ORCHARD Singapore 238891,02/05/1998,From 01/06/2016 To 31/05/2018,Live,SINGAPORE TECHNOLOGIES ENDOWMENT PROGRAMME LIMITED,Others,Registered,199703832N,http://www.step.com.sg
100 TYRWHITT ROAD #04-02 JALAN BESAR SWIMMING COMPLEX Singapore 207542,31/12/2010,From 22/04/2017 To 21/04/2019,Live,Singapore Tennis Association,Sports,Registered,S62SS0049E,http://www.singtennis.org.sg
50 CHIN SWEE ROAD #01-01 THONG CHAI BUILDING Singapore 169874,25/11/1983,From 01/07/2016 To 30/06/2018,Live,SINGAPORE THONG CHAI MEDICAL INSTITUTION,Health,Registered,196000175E,http://www.stcmi.org.sg
80 RAFFLES PLACE #32-01 UOB PLAZA 1 Singapore 048624,22/12/2000,From 01/11/2016 To 31/10/2018,Live,SINGAPORE TYLER PRINT INSTITUTE,Arts and Heritage,Registered,200008878C,http://www.stpi.com.sg
461 CLEMENTI ROAD Singapore 599491,10/06/2005,From 11/07/2017 To 10/07/2019,Live,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,Education,Registered,200504979Z,http://www.suss.edu.sg
8 SOMAPAH ROAD SG UNI OF TECHNOLOGY AND DESIGN Singapore 487372,21/07/2009,From 21/07/2016 To 20/07/2019,Live,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Education,Registered,200913519C,http://www.sutd.edu.sg
1085 EUNOS AVENUE 7A EUNOS INDUSTRIAL ESTATE Singapore 409535,19/01/2011,From 17/02/2016 To 16/02/2018,Live,Singapore Weightlifting Federation,Sports,Registered,T01SS0015J,http://www.swf.org.sg
409 Serangoon Central #01-303 Singapore 550409,21/03/2002,From 01/07/2017 To 31/12/2018,Live,Singapore Women's Association (Persatuan Wanita Singapura),Social and Welfare,Registered,S54SS0010L,http://www.ncss.gov.sg
50 SERANGOON AVENUE 2 #04-01 Singapore 556129,01/03/2011,From 08/06/2016 To 07/06/2019,Live,SINGAPORE WUSHU DRAGON & LION DANCE FEDERATION,Sports,Registered,S68SS0017F,http://www.wuzong.com
51 Bishan Street 13 #01-01 Singapore 579799,19/01/2011,From 07/03/2017 To 06/03/2019,Live,Singapore Xiangqi General Association (SIXGA),Sports,Registered,S61SS0078H,http://www.xiangqi.sg
31 THIRD HOSPITAL AVENUE #03-03 Singapore 168753,27/03/2017,From 27/03/2017 To 26/03/2018,Live,SINGHEALTH FUND,Health,Registered,201624016E,Not applicable
37 NOVENA TERRACE Singapore 307921,09/02/2007,From 01/05/2016 To 30/04/2018,Live,SING'THEATRE LTD.,Arts and Heritage,Registered,200615018Z,http://www.singtheatre.com
490 THOMSON ROAD Singapore 298191,20/10/2006,From 30/09/2016 To 29/09/2019,Live,SJI INTERNATIONAL BUILDING AND DEVELOPMENT FUND,Education,Registered,T06CC1996G,http://www.sji-international.com.sg
490 THOMSON ROAD Singapore 298191,20/10/2006,From 30/09/2016 To 29/09/2019,Live,SJI INTERNATIONAL SCHOLARSHIPS AND BURSARIES FUND,Education,Registered,T06CC1997C,http://www.sji-international.com.sg
1 MARINA BOULEVARD #16-01 ONE MARINA BOULEVARD Singapore 018989,07/04/2015,From 10/04/2017 To 09/04/2019,Live,SkillsFuture Jubilee Fund,Others,Registered,T15CC0002L,http://www.ssg.gov.sg/
2 COLLEGE ROAD #02-00 Singapore 169850,17/04/2013,From 27/12/2016 To 26/12/2018,Live,SMA CHARITY FUND,Health,Registered,201305017E,http://www.sma.org.sg/smacf
11 THIRD HOSPITAL AVENUE Singapore 168751,08/06/2002,From 01/09/2016 To 31/08/2018,Live,SNEC HEALTH ENDOWMENT FUND,Health,Registered,T02CC1573C,http://www.snec.com.sg
11 THIRD HOSPITAL AVENUE Singapore 168751,08/06/2002,From 01/04/2017 To 31/03/2019,Live,SNEC HEALTH RESEARCH ENDOWMENT FUND,Health,Registered,T02CC1574K,http://www.snec.com.sg
71 UBI CRESCENT #08-02 EXCALIBUR CENTRE Singapore 408571,05/12/2008,From 01/05/2016 To 30/04/2018,Live,SOCIAL CREATIVES LTD.,Arts and Heritage,Registered,200813216C,http://www.socialcreatives.com
130 Hougang Avenue 1 Singapore 538900,06/02/1984,From 01/09/2015 To 31/08/2018,Live,Society for The Aged Sick,Health,Registered,S68SS0022J,http://www.societyagedsick.org.sg
50 SUNGEI TENGAH ROAD Singapore 699012,25/04/1984,From 01/01/2018 To 31/12/2020,Live,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",Others,Registered,S61SS0060B,http://www.spca.org.sg
9 BISHAN PLACE #05-01 JUNCTION 8 OFFICE TOWER Singapore 579837,01/03/2008,From 01/05/2017 To 30/04/2021,Live,SOCIETY FOR WINGS,Social and Welfare,Registered,T07SS0263K,http://www.wings.sg
15 Arumugam Road Singapore 409960,05/11/1999,From 01/07/2017 To 31/12/2019,Live,Society of Sheng Hong Welfare Services,Social and Welfare,Registered,T00SS0066C,www.shenghong.org.sg
22 PASIR RIS FARMWAY 2 #C-13/14 Singapore 519325,23/04/2013,From 25/04/2017 To 24/04/2019,Live,SOSD,Others,Registered,T12SS0058C,http://www.sosd.org.sg/
5 DELTA AVENUE #01-09 DELTA AVENUE ESTATE Singapore 160005,20/06/2013,From 01/07/2015 To 30/06/2018,Live,SOUTH CENTRAL COMMUNITY FAMILY SERVICE CENTRE LIMITED,Social and Welfare,Registered,201301276N,www.sccfsc.sg
2 PENG NGUAN STREET	SPD ABILITY CENTRE Singapore 168955,28/06/1984,From 01/01/2018 To 31/12/2021,Live,SPD,Social and Welfare,Registered,S64SS0052D,http://www.spd.org.sg
298 TIONG BAHRU ROAD #10-01 CENTRAL PLAZA Singapore 168730,01/08/2008,From 01/08/2016 To 31/07/2019,Live,SPECIAL NEEDS TRUST COMPANY LIMITED,Social and Welfare,Registered,200812120W,http://www.sntc.org.sg
2 St. George's Road #01-65 Singapore 322002,22/02/1994,From 01/08/2015 To 31/07/2018,Live,"Special Olympics, Singapore",Sports,Registered,S91SS0003B,http://www.specialolympics.org.sg
1 WOODLANDS DRIVE 64 SPECTRA SECONDARY SCHOOL Singapore 737758,07/01/2013,From 03/06/2015 To 02/06/2018,Live,SPECTRA SECONDARY SCHOOL,Education,Registered,201300697M,Not applicable
1003 BUKIT MERAH CENTRAL #02-10 Singapore 159836,27/05/2003,From 01/01/2017 To 31/12/2018,Live,SPIRIT OF ENTERPRISE,Others,Registered,200301515E,http://www.soe.org.sg
297 LORONG 6 TOA PAYOH - 17 TOA PAYOH ATHLETIC CENTRE Singapore 319389,12/01/2011,From 18/02/2015 To 17/02/2018,Live,Sports Boules Singapore,Sports,Registered,S90SS0085G,http://www.sportsboules.org.sg
12 Yishun Avenue 5 Singapore 768992,06/08/1987,From 01/03/2016 To 28/02/2018,Live,Sree Narayana Mission (Singapore),Social and Welfare,Registered,S48SS0016D,http://www.sreenarayanamission.org
1 Champions Way Singapore 737913,24/07/2012,From 25/07/2017 To 24/07/2020,Live,SSP Financial Assistance Fund,Sports,Registered,T12CC0006B,http://www.sportsschool.edu.sg
341 CLEMENTI AVE 5 #1-148 Singapore 120341,13/03/1985,From 01/12/2016 To 31/08/2018,Live,ST ANDREW'S CATHEDRAL HOME FOR THE AGED,Social and Welfare,Registered,S85CC0155K,http://www.livingstreams.org.sg/sac/homeaged/
8 SIMEI STREET 3 SAINT ANDREW'S HOSPITAL Singapore 529895,,From 01/07/2015 To 30/06/2018,Live,ST ANDREW'S MISSION HOSPITAL,Health,Exempt,T08CC3017C,http://www.samh.org.sg
1 COLEMAN STREET #05-06A THE ADELPHI Singapore 179803,23/10/2001,From 10/08/2016 To 09/08/2019,Live,ST GABRIEL'S FOUNDATION,Education,Registered,200105928G,Not applicable
6 BATTERY ROAD #41-00 Singapore 049909,09/02/2015,From 09/02/2017 To 08/02/2020,Live,"ST JOHN'S, CAMBRIDGE (SINGAPORE)",Education,Registered,201432348G,Not applicable
50 KALLANG PUDDING ROAD #07-02 GOLDEN WHEEL INDUSTRIAL BUILDING Singapore 349326,05/01/2001,From 01/02/2018 To 31/01/2020,Live,ST LUKE'S ELDERCARE LTD.,Health,Registered,199904873Z,www.stluke.org.sg
2 BUKIT BATOK STREET 11 Singapore 659674,02/08/1994,From 23/09/2017 To 22/09/2019,Live,ST LUKE'S HOSPITAL,Health,Registered,199205095C,http://www.stluke.org.sg
10 JALAN BATU #01-06 Singapore 431010,26/02/2002,From 01/09/2016 To 31/05/2019,Live,St. Hilda's Community Services Centre,Social and Welfare,Registered,T01SS0118K,http://www.sthildascsc.org.sg
420 Beach Road Singapore 199582,16/03/1993,From 01/07/2015 To 30/06/2018,Live,St. John Singapore,Education,Registered,S70SS0009L,http://www.sjas.org.sg
69 Wan Tho Avenue Sennett Estate Singapore 347601,12/03/1988,From 01/10/2014 To 31/03/2018,Live,St. John's Home for Elderly Persons,Social and Welfare,Registered,S61SS0176G,http://www.stjohneldershome.org.sg
