balance_assets_accounts_receivables,balance_assets_cash_deposits,balance_assets_inventories,balance_assets_investments,balance_assets_land_building,balance_assets_other_assets,balance_assets_other_tangible,balance_assets_total,balance_funds_endowment,balance_funds_liabilities_total,balance_funds_restricted,balance_funds_total,balance_funds_unrestricted,balance_liabilities_current,balance_liabilities_non_current,balance_liabilities_total,capital_in_nature,category_id,expenses_charitable_local,expenses_charitable_overseas,expenses_charitable_total,expenses_fund_raising,expenses_others_total,expenses_total,financial_period,financial_status,index,name,other_info_donation_other_charities,other_info_fund_raising_efficiency_ratio,other_info_no_of_employees,other_info_total_employee_costs,other_info_total_related_party_transactions,primary_sector,receipts_donation_cash_non_tax_deductible,receipts_donation_cash_tax_deductible,receipts_donation_cash_total,receipts_donation_kind_non_tax_deductible,receipts_donation_kind_tax_deductible,receipts_donation_kind_total,receipts_government_grants,receipts_investment_income,receipts_others_income,receipts_programme_fees,receipts_total,sub_setor,uen
"8,624","2,261,625",0,0,0,"168,827","64,173","2,503,249",0,"2,503,249",0,"1,988,185","1,988,185","515,064",0,"515,064",0,48,"1,229,034",0,"1,229,034",0,0,"1,229,034",Jun 2015 - Mar 2016,Received,fy2,BETHESDA COMMUNITY ASSISTANCE AND RELATIONSHIP ENRICHMENT CENTRE,0,0,36,"880,232","32,283",Social and Welfare,"25,621","834,670","860,291",0,0,0,"450,039","17,096",0,"616,781","1,944,207",Community,S96SS0198K
"297,095","1,325,732",0,0,0,"12,743","47,195","1,682,765",0,"1,682,765",0,"1,272,903","1,272,903","409,862",0,"409,862","23,966",48,"862,899",0,"862,899",0,"279,157","1,142,056",Jun 2014 - May 2015,Received,fy3,BETHESDA COMMUNITY ASSISTANCE AND RELATIONSHIP ENRICHMENT CENTRE,0,0,37,"975,920","10,186",Social and Welfare,"61,517","1,122,295","1,183,812",0,0,0,"310,141","1,875","23,966","1,042,728","2,562,522",Community,S96SS0198K
"51,575","1,927,486",0,0,"3,259,650",0,"14,714","5,253,425",0,"5,253,425",0,"4,976,179","4,976,179","277,246",0,"277,246",0,48,"437,850",0,"437,850",0,"152,564","590,414",Jan 2016 - Dec 2016,Received,fy1,Bo Tien Welfare Services Society,0,0,15,"379,834",0,Social and Welfare,"170,840","204,845","375,685",0,0,0,"337,685","17,117","29,038","13,186","772,711",Community,S97SS0091H
"11,048","1,701,566",0,0,"3,512,010",0,"51,296","5,275,920",0,"5,275,920",0,"5,046,242","5,046,242","229,678",0,"229,678",0,48,"405,219",0,"405,219",0,"119,993","525,212",Jan 2015 - Dec 2015,Received,fy2,Bo Tien Welfare Services Society,0,0,15,"338,961",0,Social and Welfare,"101,076","308,386","409,462",0,0,0,"355,769","10,853","23,224","24,310","823,618",Community,S97SS0091H
"8,219","1,337,777",0,0,"3,764,370",0,"87,617","5,197,983",0,"5,197,983",0,"5,000,196","5,000,196","197,787",0,"197,787",0,48,"395,071",0,"395,071",0,"115,349","510,420",Jan 2014 - Dec 2014,Late,fy3,Bo Tien Welfare Services Society,0,0,15,"325,748",0,Social and Welfare,"80,966","240,417","321,383",0,0,0,"219,281","5,205","10,695","27,615","584,179",Community,S97SS0091H
"6,159","851,623",0,0,0,0,0,"857,782",0,"857,782","119,197","823,868","704,671","33,914",0,"33,914",0,48,"467,506",0,"467,506",0,"2,352","469,858",Jan 2016 - Dec 2016,Received,fy1,Breadline Group,0,1,0,0,0,Social and Welfare,"16,820","248,555","265,375",0,0,0,"91,793","10,204","10,481",0,"377,853",Community,S75SS0039G
"4,941","937,366",0,0,0,0,0,"942,307",0,"942,307",0,"915,873","915,873","26,434",0,"26,434","247,829",48,"369,115",0,"369,115",0,"2,037","371,152",Jan 2015 - Dec 2015,Late,fy2,Breadline Group,0,1,0,0,0,Social and Welfare,"9,853","266,818","276,671",0,0,0,"247,829","8,061","8,874",0,"541,435",Community,S75SS0039G
0,"787,221",0,0,0,"3,529",0,"790,750",0,"790,750",0,"745,590","745,590","45,160",0,"45,160",0,48,"332,283",0,"332,283",0,"1,926","334,209",Jan 2014 - Dec 2014,Received,fy3,Breadline Group,0,0,0,0,0,Social and Welfare,"74,942","402,555","477,497",0,0,0,0,"5,183","15,215",0,"497,971",Community,S75SS0039G
"291,257","2,307,649",0,"1,003,907",0,"2,019","1,046","3,605,878",0,"3,605,878","942,241","3,597,697","2,655,456","8,181",0,"8,181",0,48,"504,996",0,"504,996",167,"73,425","578,588",Jan 2016 - Dec 2016,Received,fy1,Calvary Community Care,0,0,6,"414,550",0,Social and Welfare,"27,174","314,019","341,193",0,0,0,"1,514,123","9,546","4,925","47,314","1,917,101",Community,T10SS0047C
"993,930","1,238,459",0,"500,000",0,"2,569","2,360","2,737,318",0,"2,737,318",0,"2,259,184","2,259,184","478,134",0,"478,134",0,48,"425,621",0,"425,621","25,378","64,052","515,051",Jan 2015 - Dec 2015,Received,fy2,Calvary Community Care,0,3.5,6,"389,583",0,Social and Welfare,"73,047","638,760","711,807",0,0,0,"12,000","2,827","708,302","30,072","1,465,008",Community,T10SS0047C
"5,719","1,005,669",0,"301,825",0,0,"1,650","1,314,863",0,"1,314,863",0,"1,309,227","1,309,227","5,636",0,"5,636",0,48,"239,443",0,"239,443","50,555","39,164","329,162",Jan 2014 - Dec 2014,Received,fy3,Calvary Community Care,"1,131",5,4,"231,637",0,Social and Welfare,"79,681","981,183","1,060,864",0,0,0,"1,974","1,725","2,340","26,344","1,093,247",Community,T10SS0047C
"177,143","6,560,055",0,0,0,"49,822","167,697","6,954,717",0,"6,954,717","688,307","6,331,523","5,643,216","623,194",0,"623,194",0,48,"2,914,895","36,432","2,951,327","106,748","918,261","3,976,336",Jan 2016 - Dec 2016,Received,fy1,Care Community Services Society,0,0.03,64,"2,905,725","149,724",Social and Welfare,"535,980","2,596,630","3,132,610","3,500",0,"3,500","1,256,136","49,295","121,734","575,593","5,138,868",Community,S96SS0195L
"54,800","5,191,746",0,0,0,"34,330","58,241","5,339,117",0,"5,339,117","738,456","5,132,559","4,394,103","206,558",0,"206,558",0,48,"2,436,115",0,"2,436,115","73,875","767,222","3,277,212",Jan 2015 - Dec 2015,Received,fy2,Care Community Services Society,0,0.03,59,"2,376,488","179,599",Social and Welfare,"417,782","1,709,261","2,127,043",0,0,0,"1,495,959","36,618","383,890","428,842","4,472,352",Community,S96SS0195L
"170,743","3,810,257",0,0,0,"46,565","42,285","4,069,850",0,"4,069,850","213,359","3,937,419","3,724,060","132,431",0,"132,431",0,48,"1,890,624",0,"1,890,624","68,780","692,541","2,651,945",Jan 2014 - Dec 2014,Received,fy3,Care Community Services Society,0,0.04,49,"1,997,203","181,937",Social and Welfare,"367,431","1,227,008","1,594,439",0,0,0,"473,046","27,203","350,117","285,570","2,730,375",Community,S96SS0195L
"720,946","18,335,577",0,0,"14,514,552","3,174,270",0,"36,745,345",0,"36,745,345","704,176","34,971,748","34,267,572","1,460,597","313,000","1,773,597",0,48,"7,205,215","8,193","7,213,408","249,504","254,907","7,717,819",Oct 2016 - Sep 2017,Received,fy1,Caritas Singapore Agape Fund,"6,560,674",3.3,24,"940,452","580,000",Social and Welfare,0,"7,459,672","7,459,672",0,0,0,0,"126,012","510,828",0,"8,096,512",Community,T06CC2001K
"746,370","18,920,414",0,0,"15,205,195","3,470,017",0,"38,341,996",0,"38,341,996","724,176","35,571,837","34,847,661","2,457,159","313,000","2,770,159","2,000,000",48,"5,951,320",0,"5,951,320","212,021",0,"6,163,341",Oct 2015 - Sep 2016,Received,fy2,Caritas Singapore Agape Fund,"5,089,382",4.6,20,"694,818","445,000",Social and Welfare,0,"10,195,730","10,195,730",0,0,0,0,"174,025",0,"296,438","10,666,193",Community,T06CC2001K
"306,175","18,760,018",0,0,"8,072,486",0,"327,916","27,466,595","791,176","27,466,595","11,622,597","26,599,546","14,185,773","863,760","3,289","867,049",0,48,"5,314,920",0,"5,314,920","562,476","203,025","6,080,421",Oct 2014 - Sep 2015,Received,fy3,Caritas Singapore Agape Fund,"5,512,267",4.1,12,"628,028","844,000",Social and Welfare,"105,934","14,365,465","14,471,399",0,0,0,0,"1,691",0,0,"14,473,090",Community,T06CC2001K
"107,414","1,819,519",0,"1,750,230",0,0,"1,468,984","5,146,147",0,"5,146,147","508,896","5,103,097","4,594,201","43,050",0,"43,050",0,48,"724,425","19,387","743,812","80,358","281,870","1,106,040",Jan 2016 - Dec 2016,Received,fy1,CASA RAUDHA WOMEN HOME,0,14.9,6,"242,338","1,000",Social and Welfare,"205,192","193,504","398,696",0,0,0,"1,161,767","43,324","15,142",0,"1,618,929",Community,T08SS0051C
"101,999","1,041,937",0,"1,800,000",0,0,"1,807,919","4,751,855",0,"4,751,855","1,858,599","4,590,208","2,731,609","161,647",0,"161,647",0,48,"696,464",0,"696,464","90,701","221,602","1,008,767",Jan 2015 - Dec 2015,Received,fy2,CASA RAUDHA WOMEN HOME,0,65.74,6,"207,904","78,063",Social and Welfare,"116,106","340,246","456,352",0,0,0,"1,050,685","15,795","11,614",0,"1,534,446",Community,T08SS0051C
"97,855","475,568",0,"1,550,000",0,0,"2,164,080","4,287,503",0,"4,287,503","1,622,099","4,064,529","2,442,430","222,974",0,"222,974",0,48,"528,712",0,"528,712","111,177","336,659","976,548",Jan 2014 - Dec 2014,Received,fy3,CASA RAUDHA WOMEN HOME,0,51.23,6,"213,413","75,645",Social and Welfare,"174,283","242,228","416,511",0,0,0,"473,004","10,297","3,024",0,"902,836",Community,T08SS0051C
"16,354","916,873",0,0,"167,608",0,0,"1,100,835",0,"1,100,835","129,100","1,084,572","955,472","16,263",0,"16,263",0,48,"384,960",0,"384,960",0,"96,576","481,536",Jan 2016 - Dec 2016,Late,fy1,Catholic AIDS Response Effort,0,0,4,"256,045",0,Social and Welfare,"291,554","4,675","296,229",0,0,0,"138,000",0,"21,196",0,"455,425",Community,T04SS0204E
"17,847","892,577",0,0,"223,150",0,"7,287","1,140,861",0,"1,140,861",0,"1,110,683","1,110,683","30,178",0,"30,178",0,48,"382,518",0,"382,518",0,"90,498","473,016",Jan 2015 - Dec 2015,Late,fy2,Catholic AIDS Response Effort,0,0,4,"253,486",0,Social and Welfare,"11,892","1,400","13,292",0,0,0,0,0,"472,183",0,"485,475",Community,T04SS0204E
"17,833","832,731",0,0,"276,181",0,0,"1,126,745",0,"1,126,745",0,"1,111,516","1,111,516","15,229",0,"15,229",0,48,"466,327",0,"466,327",0,0,"466,327",Jan 2014 - Dec 2014,Late,fy3,Catholic AIDS Response Effort,0,0,4,"255,207",0,Social and Welfare,"827,731","5,000","832,731",0,0,0,0,0,"17,833",0,"850,564",Community,T04SS0204E
"76,109","1,574,359",0,0,0,"5,000","292,568","1,948,036",0,"1,948,036","467,021","1,758,224","1,291,203","189,812",0,"189,812","63,830",49,"244,561","121,374","365,935",0,"1,124,159","1,490,094",Apr 2016 - Mar 2017,Received,fy1,Basketball Association of Singapore,0,0,7,"419,852","2,685",Sports,"5,550",0,"5,550",0,0,0,"1,264,095",655,"64,030","357,004","1,691,334",NSAs,S67SS0001J
"572,397","837,790",0,0,0,0,"349,570","1,759,757",0,"1,759,757","530,851","1,620,814","1,089,963","138,943",0,"138,943",0,49,"1,081,361","117,763","1,199,124",0,"392,679","1,591,803",Apr 2015 - Mar 2016,Received,fy2,Basketball Association of Singapore,0,0,8,"335,451","3,955",Sports,252,0,252,0,0,0,"949,448",657,"126,104","239,914","1,316,375",NSAs,S67SS0001J
"46,827","1,953,514",0,0,0,0,"420,688","2,421,029",0,"2,421,029","594,681","1,960,072","1,365,391","460,957",0,"460,957",0,49,"84,431","311,464","395,895",0,"835,913","1,231,808",Apr 2014 - Mar 2015,Late,fy3,Basketball Association of Singapore,0,0,5,"335,073",0,Sports,310,0,310,0,0,0,"1,460,263",654,"74,338","182,490","1,718,055",NSAs,S67SS0001J
0,"87,557","2,699",0,0,"2,040",247,"92,543",0,"92,543",0,"87,073","87,073","5,470",0,"5,470",0,49,0,0,0,"17,782","66,751","84,533",Jan 2016 - Dec 2016,Received,fy1,Bowling Association for the Disabled (Singapore),0,0.24,1,"35,330",0,Sports,200,"73,475","73,675",0,0,0,0,0,"8,083",0,"81,758",NSAs,T10SS0077G
0,"89,490","3,742",0,0,"1,950",0,"95,182",0,"95,182",0,"89,848","89,848","5,334",0,"5,334",0,49,0,0,0,"11,665","76,786","88,451",Jan 2015 - Dec 2015,Received,fy2,Bowling Association for the Disabled (Singapore),"2,096",0.13,1,"34,797",0,Sports,"1,195","72,581","73,776",0,0,0,0,0,"4,950",0,"78,726",NSAs,T10SS0077G
"4,000","94,610","1,518",0,0,"1,950",457,"102,535",0,"102,535",0,"99,573","99,573","2,962",0,"2,962",0,49,0,0,0,"11,397","66,233","77,630",Jan 2014 - Dec 2014,Late,fy3,Bowling Association for the Disabled (Singapore),0,0.17,1,"32,444",0,Sports,"1,845","64,180","66,025",0,0,0,0,0,"5,162",0,"71,187",NSAs,T10SS0077G
"173,559","6,629,173",0,0,0,"1,306,397","25,847","8,134,976","60,000","8,134,976","603,579","7,494,537","6,830,958","640,439",0,"640,439",417,49,"4,361,794","849,720","5,211,514",0,0,"5,211,514",Apr 2016 - Mar 2017,Received,fy1,Singapore Table Tennis Association,0,0,56,"3,521,951",0,Sports,"65,999","105,300","171,299",0,0,0,"3,596,334",0,"1,525,666","558,269","5,851,568",NSAs,S65SS0005E
"277,804","7,593,349",0,0,0,"168,950","32,473","8,072,576",0,"8,072,576","748,006","6,938,910","6,190,904","1,133,666",0,"1,133,666",0,49,"5,024,799","835,236","5,860,035","76,217",0,"5,936,252",Apr 2015 - Mar 2016,Received,fy2,Singapore Table Tennis Association,0,18.6,60,"3,621,247",0,Sports,"98,666","425,460","524,126",0,0,0,"4,396,508",0,"951,953","1,512,145","7,384,732",NSAs,S65SS0005E
"545,635","5,892,079",0,0,0,"173,102","22,795","6,633,611","92,750","6,633,611","601,811","5,446,985","4,752,424","1,186,626",0,"1,186,626",0,49,"4,963,867","1,418,414","6,382,281","74,590",0,"6,456,871",Apr 2014 - Mar 2015,Late,fy3,Singapore Table Tennis Association,0,15.67,67,"3,826,152",0,Sports,0,"1,066,910","1,066,910",0,0,0,"4,434,839",0,"602,128","1,443,628","7,547,505",NSAs,S65SS0005E
"96,544","2,215,760",0,0,"2,499,005",0,"142,528","4,953,837",0,"4,953,837",0,"4,747,542","4,747,542","206,295",0,"206,295",0,49,0,"65,360","65,360",0,"1,131,102","1,196,462",Apr 2016 - Mar 2017,Late,fy1,Singapore Taekwondo Federation,0,0,5,"296,685","14,300",Sports,"40,000",0,"40,000",0,0,0,"451,904","28,830","1,222,965",0,"1,743,699",NSAs,S74SS0031A
"67,385","1,582,135",0,0,"2,488,537",0,"193,825","4,331,882",0,"4,331,882",0,"4,200,305","4,200,305","131,577",0,"131,577",0,49,0,0,0,0,"1,054,122","1,054,122",Apr 2015 - Mar 2016,Late,fy2,Singapore Taekwondo Federation,0,0,5,"324,251","4,950",Sports,"1,500","20,000","21,500",0,0,0,"448,576","8,279","966,546",0,"1,444,901",NSAs,S74SS0031A
"81,910","3,808,639",0,0,0,0,"80,542","3,971,091",0,"3,971,091",0,"3,809,526","3,809,526","161,565",0,"161,565",0,49,0,0,0,0,"1,205,431","1,205,431",Apr 2014 - Mar 2015,Late,fy3,Singapore Taekwondo Federation,0,0,5,"297,822","-15,050",Sports,600,"20,000","20,600",0,0,0,"792,266","35,029","1,011,100",0,"1,858,995",NSAs,S74SS0031A
"85,549","776,242","4,458",0,0,"37,149","3,138","906,536",0,"906,536","236,642","406,064","169,422","500,472",0,"500,472",0,49,"2,275,303","96,518","2,371,821",0,0,"2,371,821",Apr 2016 - Mar 2017,Received,fy1,Singapore Tennis Association,0,0,12,"516,714",0,Sports,"2,247",-,"2,247",0,-,0,"508,790","1,333","147,776","1,577,192","2,237,338",NSAs,S62SS0049E
"325,073","741,312",0,0,0,"62,899","6,277","1,135,561",0,"1,135,561","239,700","543,605","303,905","591,956",0,"591,956",0,49,"2,663,505","112,485","2,775,990",0,0,"2,775,990",Apr 2015 - Mar 2016,Received,fy2,Singapore Tennis Association,0,0,11,"418,119",0,Sports,5,-,5,0,-,0,"955,050","1,503","172,483","1,497,779","2,626,820",NSAs,S62SS0049E
"93,699","1,037,258",0,0,0,"21,241",0,"1,152,198",0,"1,152,198","152,785","605,860","453,075","546,338",0,"546,338",0,49,"2,221,809",0,"2,221,809",0,0,"2,221,809",Apr 2014 - Mar 2015,Received,fy3,Singapore Tennis Association,0,0,14,"464,778",0,Sports,"2,889",-,"2,889",0,-,0,"480,393","1,680","67,594","1,565,987","2,118,543",NSAs,S62SS0049E
"12,690","10,782",0,0,0,350,0,"23,822",0,"23,822",0,"5,154","5,154","18,668",0,"18,668",0,49,"144,095",0,"144,095",0,0,"144,095",Apr 2016 - Mar 2017,Late,fy1,Singapore Weightlifting Federation,0,0,1,"58,477",0,Sports,0,"27,214","27,214",0,0,0,"69,632",0,"40,953",0,"137,799",NSAs,T01SS0015J
"4,950","21,445",0,0,0,192,0,"26,587",0,"26,587",0,"11,450","11,450","15,137",0,"15,137",0,49,"148,565","9,915","158,480",0,0,"158,480",Apr 2015 - Mar 2016,Late,fy2,Singapore Weightlifting Federation,0,0,1,"60,023","1,241",Sports,0,"31,500","31,500",0,0,0,"92,500",0,"31,033",0,"155,033",NSAs,T01SS0015J
0,"477,676",0,"2,033,330","606,620","22,910","37,950","3,178,486",0,"3,178,486","617,473","2,920,377","2,302,904","258,109",0,"258,109","102,911",49,0,"141,080","141,080",0,"1,201,453","1,342,533",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE WUSHU DRAGON & LION DANCE FEDERATION,0,0,12,"406,229",0,Sports,0,"190,000","190,000",0,0,-,"657,954","211,400","318,325","235,087","1,612,766",NSAs,S68SS0017F
"2,982","203,795",0,"2,033,330","707,724","26,550","117,904","3,092,285",0,"3,092,285","720,384","2,753,055","2,032,671","339,230",0,"339,230","102,911",49,0,0,0,0,"1,709,626","1,709,626",Apr 2015 - Mar 2016,Received,fy2,SINGAPORE WUSHU DRAGON & LION DANCE FEDERATION,0,0,12,"502,544","27,745",Sports,0,"203,200","203,200",0,0,-,"704,046","224,067","205,317","75,599","1,412,229",NSAs,S68SS0017F
"28,590","454,683",0,"2,033,330","808,828","34,258","124,747","3,484,436",0,"3,484,436","823,295","3,153,363","2,330,068","331,073",0,"331,073","102,911",49,0,0,0,0,"1,557,363","1,557,363",Apr 2014 - Mar 2015,Received,fy3,SINGAPORE WUSHU DRAGON & LION DANCE FEDERATION,0,0,13,"494,324","55,000",Sports,0,"259,700","259,700",0,0,0,"856,675","223,223","174,044","61,767","1,575,409",NSAs,S68SS0017F
"130,645","482,635",0,0,0,"2,770","19,460","635,510",0,"635,510","12,000","539,859","527,859","95,651",0,"95,651","10,000",49,"1,161,849","360,135","1,521,984",0,"40,540","1,562,524",Apr 2016 - Mar 2017,Received,fy1,Fencing Singapore,0,0,8,"503,103","14,205",Sports,40,"10,000","10,040",0,0,0,"1,266,358",0,"123,794","183,793","1,583,985",NSAs,S65SS0025D
"227,137","361,017",0,0,0,"23,307","36,172","647,633",0,"647,633","2,000","518,398","516,398","129,235",0,"129,235","2,000",49,"1,343,226","474,921","1,818,147",0,"39,716","1,857,863",Apr 2015 - Mar 2016,Received,fy2,Fencing Singapore,0,0,8,"519,380","47,229",Sports,0,"2,100","2,100",0,0,0,"1,650,605",0,"67,229","245,887","1,965,821",NSAs,S65SS0025D
"160,408","335,905",0,0,0,0,"51,618","547,931",0,"547,931",0,"410,440","410,440","137,491",0,"137,491","15,098",49,"1,042,480","466,516","1,508,996",0,"101,384","1,610,380",Apr 2014 - Mar 2015,Late,fy3,Fencing Singapore,0,0,12,"516,691",0,Sports,750,-,750,0,-,0,"1,521,912",0,"19,498","164,567","1,706,727",NSAs,S65SS0025D
"5,146,853","10,216,789","518,547",0,0,0,"189,422","16,071,611",0,"16,071,611",0,"5,972,504","5,972,504","10,099,107",0,"10,099,107",0,49,"29,259,855","2,158,892","31,418,747",0,0,"31,418,747",Apr 2016 - Mar 2017,Late,fy1,Football Association of Singapore,0,0,217,"9,446,612",0,Sports,"14,449,972","173,450","14,623,422","1,960,600",0,"1,960,600","6,095,000","41,892","8,280,279",0,"31,001,193",NSAs,S82SS0043B
"6,266,957","11,154,559",1,0,0,0,"286,139","17,707,656",0,"17,707,656",0,"6,262,590","6,262,590","11,445,066",0,"11,445,066",0,49,0,0,0,0,"35,811,568","35,811,568",Apr 2015 - Mar 2016,Received,fy2,Football Association of Singapore,0,0,150,"10,697,835",0,Sports,"22,379,805","173,120","22,552,925",0,0,0,"3,400,130","29,192","9,829,321",0,"35,811,568",NSAs,S82SS0043B
"7,409,397","10,820,601",1,0,0,0,"219,404","18,449,403",0,"18,449,403",0,"5,907,590","5,907,590","12,541,813",0,"12,541,813",0,49,0,0,0,0,"34,327,337","34,327,337",Apr 2014 - Mar 2015,Late,fy3,Football Association of Singapore,0,0,150,"10,301,374",0,Sports,"23,410,436","246,743","23,657,179",0,0,0,"3,624,689","29,074","7,016,395",0,"34,327,337",NSAs,S82SS0043B
"62,557","1,206,929",0,0,0,"97,053","37,402","1,403,941",0,"1,403,941",0,"803,394","803,394","600,547",0,"600,547",0,49,0,"182,628","182,628",0,"2,506,779","2,689,407",Apr 2016 - Mar 2017,Received,fy1,Netball Singapore,0,0,10,"810,494",0,Sports,0,"65,110","65,110",0,0,0,"1,670,460","4,750","859,392","192,551","2,792,263",NSAs,S63SS0051C
"291,655","968,496",0,0,0,0,"47,503","1,307,654",0,"1,307,654",0,"700,538","700,538","607,116",0,"607,116",0,49,0,0,0,0,"2,793,667","2,793,667",Apr 2015 - Mar 2016,Received,fy2,Netball Singapore,0,0,11,"949,471",408,Sports,0,"123,230","123,230",0,0,0,"1,760,948",0,"947,797",0,"2,831,975",NSAs,S63SS0051C
"187,779","920,505",0,0,0,0,"15,768","1,124,052",0,"1,124,052",0,"662,230","662,230","461,822",0,"461,822",0,49,0,0,0,0,"3,596,804","3,596,804",Apr 2014 - Mar 2015,Received,fy3,Netball Singapore,0,0,12,"877,272",875,Sports,0,"52,510","52,510",0,0,0,"2,405,443",0,"1,205,690",0,"3,663,643",NSAs,S63SS0051C
"579,324","5,260,743",0,0,0,"934,003",0,"6,774,070",0,"6,774,070","1,165,341","5,743,590","4,578,249","1,030,480",0,"1,030,480",0,49,0,"516,042","516,042",0,"4,191,541","4,707,583",Apr 2016 - Mar 2017,Received,fy1,Singapore Badminton Association,0,0,26,"1,513,975","4,095",Sports,0,"327,080","327,080",0,0,0,"2,678,506","63,140","581,937","1,811,623","5,462,286",NSAs,S61SS0032A
"625,829","4,630,557",0,0,0,"832,370",0,"6,088,756",0,"6,088,756","1,209,816","4,993,406","3,783,590","1,095,350",0,"1,095,350",0,49,0,0,0,0,"4,845,578","4,845,578",Apr 2015 - Mar 2016,Received,fy2,Singapore Badminton Association,0,0,36,"1,581,855",0,Sports,0,"406,000","406,000",0,0,0,"2,727,028","33,371","524,303","1,617,674","5,308,376",NSAs,S61SS0032A
"289,806","4,392,230",0,0,0,"363,616",0,"5,045,652",0,"5,045,652","2,574,334","4,499,107","1,924,773","546,545",0,"546,545",0,49,0,0,0,0,"4,582,508","4,582,508",Apr 2014 - Mar 2015,Received,fy3,Singapore Badminton Association,0,0,40,"1,591,670","11,594",Sports,"330,000","249,000","579,000",0,0,0,"2,750,213","7,275","273,201","1,189,838","4,799,527",NSAs,S61SS0032A
"34,542","112,990","4,438",0,0,0,0,"151,970",0,"151,970",0,"100,571","100,571","51,399",0,"51,399",0,49,"68,394","78,886","147,280",0,"669,040","816,320",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE BASEBALL AND SOFTBALL ASSOCIATION,0,0,3,"146,088",0,Sports,0,"50,300","50,300",0,0,0,"510,839",0,"188,614","50,185","799,938",NSAs,S60SS0022B
"45,781","81,009","9,989",0,0,0,"3,567","140,346",0,"140,346",0,"116,953","116,953","23,393",0,"23,393",0,49,"54,670","368,224","422,894",0,"580,468","1,003,362",Apr 2015 - Mar 2016,Late,fy2,SINGAPORE BASEBALL AND SOFTBALL ASSOCIATION,0,0,4,"108,902",0,Sports,"10,000","55,500","65,500",0,0,0,"650,417",0,"157,842","71,194","944,953",NSAs,S60SS0022B
"120,256","6,871","9,857",0,"54,047",0,0,"191,031",0,"191,031",0,"175,362","175,362","15,669",0,"15,669",0,49,"88,225","321,554","409,779",0,"423,571","833,350",Apr 2014 - Mar 2015,Late,fy3,SINGAPORE BASEBALL AND SOFTBALL ASSOCIATION,0,0,4,"118,514",0,Sports,"28,750","95,700","124,450",0,0,0,"608,369",0,"55,475","90,550","878,844",NSAs,S60SS0022B
"96,898","2,447,590",0,"751,898",0,"2,284,321","185,925","5,766,632",0,"5,766,632","609,707","3,344,792","2,735,085","953,649","1,468,191","2,421,840",0,49,"1,652,440","736,713","2,389,153",0,"1,034,065","3,423,218",Apr 2016 - Mar 2017,Received,fy1,Singapore Bowling Federation,0,0,14,"1,024,575","108,184",Sports,0,"251,350","251,350",0,0,0,"2,722,900","12,065","217,292","871,033","4,074,640",NSAs,S66SS0011J
"108,175","2,076,791",0,"751,898",0,"2,170,938","117,595","5,225,397",0,"5,225,397","599,998","2,683,661","2,083,663","680,184","1,861,552","2,541,736",0,49,0,"670,566","670,566",0,"2,314,695","2,985,261",Apr 2015 - Mar 2016,Received,fy2,Singapore Bowling Federation,0,0,14,"1,126,398","43,995",Sports,0,"252,000","252,000",0,0,0,"2,603,005","10,748","112,405","610,589","3,588,747",NSAs,S66SS0011J
"100,919","2,227,936",0,100,0,"500,087","93,560","2,922,602",0,"2,922,602","628,107","2,108,284","1,480,177","731,634","82,684","814,318",0,49,0,"332,257","332,257",0,"3,000,118","3,332,375",Apr 2014 - Mar 2015,Received,fy3,Singapore Bowling Federation,0,0,15,"1,189,723","85,141",Sports,0,"255,375","255,375",0,0,0,"2,551,940","10,864","14,556","738,753","3,571,488",NSAs,S66SS0011J
"151,769","659,084",0,0,0,"7,028","588,842","1,406,723",0,"1,406,723",0,"966,061","966,061","440,662",0,"440,662",0,49,"2,023,640","335,586","2,359,226",0,"114,090","2,473,316",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE CANOE FEDERATION,0,0,15,"501,341",0,Sports,"15,060","20,800","35,860",0,0,0,"1,896,311",0,"319,379","325,990","2,577,540",NSAs,S71SS0035C
"250,712","349,112",0,0,0,"31,380","945,156","1,576,360",0,"1,576,360",0,"861,837","861,837","714,523",0,"714,523","1,803,284",49,"2,064,067",0,"2,064,067",0,"179,099","2,243,166",Apr 2015 - Mar 2016,Received,fy2,SINGAPORE CANOE FEDERATION,0,0,11,"391,927",0,Sports,"4,208","39,830","44,038",0,0,0,"1,803,284",0,"412,232","235,247","2,494,801",NSAs,S71SS0035C
"376,057","771,567",0,0,0,"138,175","631,913","1,917,712",0,"1,917,712",0,"610,202","610,202","1,307,510",0,"1,307,510",0,49,"1,548,880",0,"1,548,880",0,"96,772","1,645,652",Apr 2014 - Mar 2015,Late,fy3,SINGAPORE CANOE FEDERATION,0,0,10,"374,673",0,Sports,"40,592","84,800","125,392",0,0,0,"1,369,470",0,"417,567","227,450","2,139,879",NSAs,S71SS0035C
"41,698","442,124",0,0,0,0,"19,196","503,018",0,"503,018",0,"348,300","348,300","154,718",0,"154,718",0,49,"612,066","123,843","735,909",0,"236,494","972,403",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE CHESS FEDERATION (PERSEKUTUAN CHATUR SINGAPURA),0,0,7,"362,940",0,Sports,0,"-15,696","-15,696",0,0,0,"40,351",0,"69,672","924,556","1,018,883",NSAs,S61SS0094A
